date_de_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance,combinaison_gagnante_en_ordre_croissant
2019-02-25 00:00:00,43,27,23,44,42,10,23-27-42-43-44+10
2019-02-23 00:00:00,33,32,42,16,15,-1,15-16-32-33-42-49
2019-02-20 00:00:00,36,9,16,27,25,-1,9-12-16-25-27-36
2019-02-18 00:00:00,41,16,14,18,10,-1,10-14-16-18-21-41
2019-02-16 00:00:00,29,28,3,1,6,-1,1-3-6-28-29-37
2019-02-13 00:00:00,24,47,39,42,45,-1,24-35-39-42-45-47
2019-02-12 00:00:00,28,7,24,35,32,-1,7-23-24-28-32-35
2019-02-11 00:00:00,2,33,34,28,8,-1,2-8-23-28-33-34
2019-02-10 00:00:00,9,19,32,21,20,-1,9-17-19-20-21-32
2019-02-09 00:00:00,24,40,13,9,47,-1,9-13-24-25-40-47
2019-02-03 00:00:00,31,26,47,10,12,-1,10-12-26-31-47-48
2019-02-02 00:00:00,31,49,9,30,29,-1,9-26-29-30-31-49
2019-02-01 00:00:00,26,43,49,40,48,-1,26-38-40-43-48-49
2019-01-30 00:00:00,11,36,34,14,35,-1,11-14-34-35-36-42
2019-01-28 00:00:00,28,40,8,9,17,-1,8-9-17-28-40-47
2019-01-26 00:00:00,7,24,6,12,2,-1,2-6-7-12-14-24
2019-01-23 00:00:00,38,36,19,5,39,-1,5-7-19-36-38-39
2019-01-21 00:00:00,20,34,49,21,46,-1,20-21-34-43-46-49
2019-01-19 00:00:00,22,40,12,46,29,-1,10-12-22-29-40-46
2019-01-16 00:00:00,29,12,27,4,2,-1,2-4-11-12-27-29
2019-01-14 00:00:00,28,15,26,42,14,-1,14-15-26-28-42-43
2019-01-07 00:00:00,6,32,23,19,47,-1,1-6-19-23-32-47
2019-01-06 00:00:00,47,21,5,20,37,-1,5-20-21-37-41-47
2019-01-05 00:00:00,49,34,21,19,32,-1,4-19-21-32-34-49
2019-01-04 00:00:00,39,25,8,7,43,-1,7-8-25-39-40-43
2018-12-31 00:00:00,12,40,43,8,31,-1,8-12-31-40-43-48
2018-12-29 00:00:00,37,39,3,7,26,-1,3-7-26-27-37-39
2018-12-26 00:00:00,15,17,26,32,12,-1,12-15-17-18-26-32
2018-12-24 00:00:00,5,44,10,41,11,-1,5-10-11-14-41-44
2018-12-22 00:00:00,5,25,34,12,20,-1,5-12-14-20-25-34
2018-12-19 00:00:00,42,21,41,29,24,-1,21-24-29-31-41-42
2018-12-17 00:00:00,41,43,25,23,4,-1,4-18-23-25-41-43
2018-12-15 00:00:00,23,49,29,11,38,-1,11-23-29-37-38-49
2018-12-12 00:00:00,19,29,25,24,6,-1,6-19-24-25-29-38
2018-12-11 00:00:00,24,48,47,6,2,-1,2-6-24-39-47-48
2018-12-09 00:00:00,16,40,46,39,43,-1,16-37-39-40-43-46
2018-12-05 00:00:00,13,26,35,30,47,-1,13-26-30-35-43-47
2018-12-03 00:00:00,11,9,27,18,46,-1,9-11-18-26-27-46
2018-12-02 00:00:00,34,32,15,16,17,-1,15-16-17-29-32-34
2018-11-28 00:00:00,44,7,48,32,40,-1,7-18-32-40-44-48
2018-11-26 00:00:00,32,33,7,35,36,-1,7-30-32-33-35-36
2018-11-24 00:00:00,45,20,48,44,31,-1,20-31-44-45-48-49
2018-11-21 00:00:00,41,13,27,18,42,-1,6-13-18-27-41-42
2018-11-19 00:00:00,29,4,35,23,17,-1,4-17-23-24-29-35
2018-11-17 00:00:00,16,48,6,22,5,-1,1-5-6-16-22-48
2018-11-14 00:00:00,3,47,10,25,40,-1,3-10-25-26-40-47
2018-11-08 00:00:00,41,1,11,46,19,-1,1-11-19-41-46-48
2018-11-07 00:00:00,23,29,34,47,21,-1,21-23-29-34-41-47
2018-11-06 00:00:00,47,17,10,1,16,-1,1-10-16-17-35-47
2018-11-04 00:00:00,6,9,7,43,8,-1,6-7-8-9-43-49
2018-10-31 00:00:00,26,27,4,18,20,-1,4-18-20-26-27-42
2018-10-29 00:00:00,45,34,39,21,13,-1,13-21-30-34-39-45
2018-10-27 00:00:00,46,25,36,4,16,-1,4-16-25-28-36-46
2018-10-24 00:00:00,35,36,44,39,13,-1,13-25-35-36-39-44
2018-10-22 00:00:00,18,26,17,23,12,-1,1-12-17-18-23-26
2018-10-20 00:00:00,34,26,3,17,4,-1,3-4-14-17-26-34
2018-10-17 00:00:00,43,33,38,14,27,-1,14-27-33-38-39-43
2018-10-15 00:00:00,44,7,16,29,26,-1,7-16-26-28-29-44
2018-10-13 00:00:00,30,18,17,7,22,-1,7-17-18-22-30-47
2018-10-12 00:00:00,5,27,44,3,35,-1,3-5-9-27-35-44
2018-10-11 00:00:00,12,36,2,1,30,-1,1-2-12-30-31-36
2018-10-10 00:00:00,30,19,2,10,22,-1,2-10-19-22-30-37
2018-10-09 00:00:00,29,14,41,17,28,-1,12-14-17-28-29-41
2018-10-03 00:00:00,46,1,39,11,32,-1,1-11-21-32-39-46
2018-10-02 00:00:00,49,29,21,11,48,-1,7-11-21-29-48-49
2018-10-01 00:00:00,1,27,11,24,20,-1,1-11-20-24-27-37
2018-09-29 00:00:00,24,39,1,16,35,-1,1-15-16-24-35-39
2018-09-26 00:00:00,22,47,45,26,35,-1,22-25-26-35-45-47
2018-09-24 00:00:00,6,7,35,46,45,-1,6-7-9-35-45-46
2018-09-22 00:00:00,30,3,1,33,9,-1,1-2-3-9-30-33
2018-09-19 00:00:00,20,15,40,13,2,-1,2-13-15-20-23-40
2018-09-17 00:00:00,46,15,11,40,8,-1,3-8-11-15-40-46
2018-09-15 00:00:00,39,27,30,19,13,-1,13-19-27-30-39-49
2018-09-07 00:00:00,43,19,48,1,3,-1,1-3-7-19-43-48
2018-09-06 00:00:00,23,2,46,42,32,-1,2-23-32-38-42-46
2018-09-05 00:00:00,24,12,17,46,14,-1,12-14-17-24-30-46
2018-09-04 00:00:00,14,18,29,30,32,-1,14-18-27-29-30-32
2018-08-29 00:00:00,33,48,32,5,16,-1,5-16-18-32-33-48
2018-08-27 00:00:00,32,8,39,7,1,-1,1-7-8-32-39-40
2018-08-25 00:00:00,14,17,33,1,7,-1,1-7-14-17-33-37
2018-08-22 00:00:00,5,34,17,35,13,-1,5-13-17-24-34-35
2018-08-20 00:00:00,20,35,28,13,1,-1,1-13-20-28-35-45
2018-08-18 00:00:00,10,37,25,4,36,-1,4-5-10-25-36-37
2018-08-15 00:00:00,12,13,5,17,31,-1,5-12-13-17-31-38
2018-08-13 00:00:00,39,14,18,16,10,-1,10-14-16-18-39-42
2018-08-12 00:00:00,47,20,40,21,7,-1,7-20-21-34-40-47
2018-08-10 00:00:00,17,42,14,23,15,-1,14-15-17-23-35-42
2018-08-09 00:00:00,21,35,14,24,12,-1,3-12-14-21-24-35
2018-08-08 00:00:00,45,43,37,25,47,-1,25-37-43-45-46-47
2018-08-01 00:00:00,41,18,16,4,34,-1,4-7-16-18-34-41
2018-07-30 00:00:00,41,13,16,48,14,-1,13-14-16-38-41-48
2018-07-28 00:00:00,49,31,27,40,38,-1,20-27-31-38-40-49
2018-07-25 00:00:00,42,16,29,13,35,-1,13-16-29-35-40-42
2018-07-23 00:00:00,34,49,37,14,3,-1,3-14-34-37-42-49
2018-07-21 00:00:00,15,28,27,11,37,-1,3-11-15-27-28-37
2018-07-18 00:00:00,14,36,3,17,25,-1,3-14-17-22-25-36
2018-07-16 00:00:00,23,33,3,45,39,-1,3-11-23-33-39-45
2018-07-14 00:00:00,10,2,8,21,15,-1,2-8-10-15-21-31
2018-07-11 00:00:00,10,49,26,11,34,-1,2-10-11-26-34-49
2018-07-07 00:00:00,41,2,44,5,47,-1,2-5-19-41-44-47
2018-07-05 00:00:00,37,13,31,48,25,-1,13-25-28-31-37-48
2018-07-04 00:00:00,45,17,18,8,24,-1,8-17-18-20-24-45
2018-07-03 00:00:00,44,49,27,48,24,-1,24-27-32-44-48-49
2018-07-02 00:00:00,32,14,9,5,48,-1,3-5-9-14-32-48
2018-06-30 00:00:00,8,41,19,37,3,-1,3-8-19-32-37-41
2018-06-27 00:00:00,21,27,6,47,30,-1,5-6-21-27-30-47
2018-06-25 00:00:00,10,2,32,44,20,-1,2-10-20-32-44-49
2018-06-23 00:00:00,14,43,27,46,42,-1,14-20-27-42-43-46
2018-06-20 00:00:00,7,28,41,9,2,-1,2-7-9-28-40-41
2018-06-18 00:00:00,36,19,4,21,18,-1,4-18-19-21-36-41
2018-06-16 00:00:00,7,3,10,11,38,-1,3-7-10-11-17-38
2018-06-13 00:00:00,4,46,34,5,18,-1,4-5-18-34-46-49
2018-06-10 00:00:00,49,6,21,10,17,-1,6-7-10-17-21-49
2018-06-08 00:00:00,11,35,38,28,44,-1,11-15-28-35-38-44
2018-06-06 00:00:00,43,8,31,9,10,-1,8-9-10-31-35-43
2018-06-01 00:00:00,20,34,37,25,1,-1,1-16-20-25-34-37
2018-05-30 00:00:00,36,6,33,26,42,-1,6-26-33-36-38-42
2018-05-28 00:00:00,44,5,6,22,30,-1,5-6-22-30-33-44
2018-05-26 00:00:00,17,38,23,45,9,-1,9-17-21-23-38-45
2018-05-23 00:00:00,19,1,31,22,39,-1,1-9-19-22-31-39
2018-05-21 00:00:00,32,44,8,24,14,-1,2-8-14-24-32-44
2018-05-19 00:00:00,24,36,11,3,42,-1,3-11-24-35-36-42
2018-05-16 00:00:00,18,11,12,43,10,-1,10-11-12-18-34-43
2018-05-14 00:00:00,41,30,28,46,42,-1,19-28-30-41-42-46
2018-05-12 00:00:00,1,37,9,12,11,-1,1-9-10-11-12-37
2018-05-11 00:00:00,2,32,40,33,34,-1,2-32-33-34-40-47
2018-05-09 00:00:00,23,16,44,38,4,-1,4-16-23-38-41-44
2018-05-05 00:00:00,3,40,12,37,46,-1,3-12-37-40-42-46
2018-05-03 00:00:00,23,37,39,41,21,-1,21-23-26-37-39-41
2018-05-02 00:00:00,22,41,17,30,3,-1,1-3-17-22-30-41
2018-04-30 00:00:00,26,3,8,46,19,-1,3-8-19-25-26-46
2018-04-28 00:00:00,13,30,14,10,19,-1,10-13-14-19-30-38
2018-04-25 00:00:00,40,39,31,20,29,-1,4-20-29-31-39-40
2018-04-23 00:00:00,49,35,27,8,39,-1,8-27-35-38-39-49
2018-04-21 00:00:00,5,41,47,33,46,-1,5-17-33-41-46-47
2018-04-18 00:00:00,7,32,31,42,23,-1,7-23-31-32-42-46
2018-04-16 00:00:00,13,15,6,29,33,-1,1-6-13-15-29-33
2018-04-14 00:00:00,37,40,14,8,18,-1,8-14-18-31-37-40
2018-04-08 00:00:00,38,45,13,27,12,-1,12-13-27-38-41-45
2018-04-07 00:00:00,2,47,3,17,44,-1,2-3-17-31-44-47
2018-04-06 00:00:00,8,22,46,2,10,-1,2-8-10-16-22-46
2018-04-04 00:00:00,39,26,19,5,6,-1,5-6-18-19-26-39
2018-03-31 00:00:00,31,15,32,5,30,-1,5-15-30-31-32-34
2018-03-28 00:00:00,19,8,35,4,34,-1,4-6-8-19-34-35
2018-03-26 00:00:00,3,33,38,9,48,-1,2-3-9-33-38-48
2018-03-24 00:00:00,33,31,38,45,47,-1,10-31-33-38-45-47
2018-03-21 00:00:00,42,46,22,20,48,-1,20-22-34-42-46-48
2018-03-19 00:00:00,38,25,45,44,31,-1,17-25-31-38-44-45
2018-03-17 00:00:00,28,24,10,7,25,-1,7-10-24-25-28-38
2018-03-14 00:00:00,15,24,44,34,16,-1,13-15-16-24-34-44
2018-03-12 00:00:00,34,17,24,39,37,-1,17-24-34-35-37-39
2018-03-11 00:00:00,2,41,33,14,34,-1,2-14-33-34-37-41
2018-03-10 00:00:00,38,31,1,14,26,-1,1-14-16-26-31-38
2018-03-09 00:00:00,34,26,39,35,37,-1,17-26-34-35-37-39
2018-03-03 00:00:00,5,21,24,36,19,-1,5-9-19-21-24-36
2018-03-02 00:00:00,26,9,39,33,44,-1,9-26-33-39-42-44
2018-03-01 00:00:00,16,3,11,29,5,-1,3-5-11-12-16-29
2018-02-28 00:00:00,20,7,40,16,47,-1,7-16-20-37-40-47
2018-02-26 00:00:00,3,25,46,11,5,-1,3-5-11-25-37-46
2018-02-24 00:00:00,29,7,37,5,31,-1,5-7-8-29-31-37
2018-02-21 00:00:00,6,3,19,8,37,-1,3-6-8-19-22-37
2018-02-19 00:00:00,27,10,13,8,41,-1,8-10-13-27-35-41
2018-02-17 00:00:00,32,48,31,26,25,-1,25-26-31-32-48-49
2018-02-14 00:00:00,9,8,16,11,40,-1,8-9-11-16-28-40
2018-02-07 00:00:00,41,39,27,14,35,-1,14-27-33-35-39-41
2018-02-06 00:00:00,17,33,43,32,28,-1,17-28-32-33-41-43
2018-02-05 00:00:00,31,14,25,15,11,-1,11-14-15-25-28-31
2018-02-04 00:00:00,20,27,14,1,15,-1,1-14-15-20-27-43
2018-01-31 00:00:00,45,19,48,3,30,-1,3-19-30-32-45-48
2018-01-29 00:00:00,46,42,37,31,7,-1,7-31-37-42-44-46
2018-01-27 00:00:00,21,47,15,4,40,-1,4-15-21-25-40-47
2018-01-24 00:00:00,45,28,22,15,21,-1,15-21-22-28-41-45
2018-01-22 00:00:00,17,10,38,44,4,-1,4-10-17-27-38-44
2018-01-20 00:00:00,44,14,25,3,15,-1,3-14-15-25-34-44
2018-01-17 00:00:00,43,19,3,2,42,-1,2-3-19-28-42-43
2018-01-15 00:00:00,28,24,20,46,49,-1,20-24-28-42-46-49
2018-01-13 00:00:00,39,25,37,33,32,-1,17-25-32-33-37-39
2018-01-12 00:00:00,2,20,15,4,39,-1,2-4-15-20-39-44
2018-01-10 00:00:00,34,30,23,19,48,-1,19-23-30-34-47-48
2018-01-09 00:00:00,35,16,34,2,29,-1,2-16-24-29-34-35
2018-01-08 00:00:00,36,17,30,23,42,-1,17-23-30-36-38-42
2018-01-01 00:00:00,44,29,17,26,27,-1,17-22-26-27-29-44
2017-12-30 00:00:00,19,29,16,48,9,-1,2-9-16-19-29-48
2017-12-27 00:00:00,8,33,22,43,17,-1,8-17-22-30-33-43
2017-12-25 00:00:00,20,32,6,38,27,-1,6-14-20-27-32-38
2017-12-23 00:00:00,22,33,8,31,34,-1,8-13-22-31-33-34
2017-12-20 00:00:00,23,11,1,16,40,-1,1-11-15-16-23-40
2017-12-18 00:00:00,43,18,34,16,17,-1,16-17-18-20-34-43
2017-12-16 00:00:00,7,44,41,39,32,-1,7-29-32-39-41-44
2017-12-13 00:00:00,46,25,11,33,48,-1,11-25-28-33-46-48
2017-12-08 00:00:00,30,31,41,42,19,-1,19-28-30-31-41-42
2017-12-07 00:00:00,9,28,44,40,42,-1,9-11-28-40-42-44
2017-12-06 00:00:00,45,40,42,21,8,-1,8-21-35-40-42-45
2017-12-04 00:00:00,11,41,6,20,39,-1,6-11-20-39-41-47
2017-11-29 00:00:00,4,33,3,45,28,-1,1-3-4-28-33-45
2017-11-27 00:00:00,16,46,24,19,23,-1,16-19-23-24-30-46
2017-11-25 00:00:00,39,40,19,30,7,-1,7-19-30-34-39-40
2017-11-22 00:00:00,39,21,26,48,28,-1,11-21-26-28-39-48
2017-11-20 00:00:00,25,28,8,42,37,-1,8-25-28-37-42-46
2017-11-18 00:00:00,36,38,29,21,3,-1,3-21-28-29-36-38
2017-11-15 00:00:00,27,33,6,36,17,-1,5-6-17-27-33-36
2017-11-13 00:00:00,31,6,48,15,4,-1,4-6-11-15-31-48
2017-11-12 00:00:00,5,39,37,34,9,-1,5-9-18-34-37-39
2017-11-11 00:00:00,2,47,28,40,13,-1,2-13-28-40-42-47
2017-11-10 00:00:00,45,38,14,19,9,-1,9-14-18-19-38-45
2017-11-09 00:00:00,25,23,11,49,3,-1,3-11-23-24-25-49
2017-11-03 00:00:00,30,47,39,11,40,-1,11-30-38-39-40-47
2017-11-02 00:00:00,21,25,2,4,46,-1,1-2-4-21-25-46
2017-11-01 00:00:00,15,24,34,42,40,-1,12-15-24-34-40-42
2017-10-30 00:00:00,38,8,5,39,1,-1,1-5-8-28-38-39
2017-10-28 00:00:00,31,36,28,40,14,-1,14-28-31-35-36-40
2017-10-25 00:00:00,42,18,40,30,21,-1,3-18-21-30-40-42
2017-10-23 00:00:00,2,6,30,5,15,-1,2-5-6-15-18-30
2017-10-21 00:00:00,23,25,30,6,24,-1,6-8-23-24-25-30
2017-10-18 00:00:00,1,34,29,49,33,-1,1-24-29-33-34-49
2017-10-16 00:00:00,18,4,5,11,48,-1,4-5-11-18-31-48
2017-10-14 00:00:00,8,16,31,10,34,-1,8-10-16-26-31-34
2017-10-07 00:00:00,38,1,25,49,2,-1,1-2-22-25-38-49
2017-10-06 00:00:00,24,36,27,31,8,-1,8-24-27-31-34-36
2017-10-05 00:00:00,10,8,41,39,46,-1,2-8-10-39-41-46
2017-10-04 00:00:00,8,10,28,20,33,-1,8-10-20-28-33-45
2017-09-30 00:00:00,18,15,23,25,41,-1,2-15-18-23-25-41
2017-09-27 00:00:00,47,21,30,10,28,-1,10-21-28-30-39-47
2017-09-25 00:00:00,7,41,21,39,2,-1,2-7-17-21-39-41
2017-09-23 00:00:00,45,49,23,48,6,-1,6-23-33-45-48-49
2017-09-20 00:00:00,4,5,19,1,17,-1,1-4-5-17-19-20
2017-09-18 00:00:00,26,40,28,12,43,-1,12-26-28-40-43-47
2017-09-16 00:00:00,38,10,5,12,35,-1,5-10-12-35-38-49
2017-09-13 00:00:00,31,12,43,49,18,-1,12-18-25-31-43-49
2017-09-12 00:00:00,46,37,16,48,9,-1,9-16-18-37-46-48
2017-09-10 00:00:00,45,27,39,31,18,-1,1-18-27-31-39-45
2017-09-09 00:00:00,17,3,14,36,11,-1,3-11-14-17-36-43
2017-09-08 00:00:00,39,14,32,19,20,-1,14-19-20-26-32-39
2017-09-01 00:00:00,44,37,45,16,3,-1,2-3-16-37-44-45
2017-08-30 00:00:00,22,13,12,19,8,-1,8-12-13-15-19-22
2017-08-28 00:00:00,7,14,34,40,36,-1,7-14-34-36-40-44
2017-08-26 00:00:00,14,13,48,29,30,-1,13-14-29-30-46-48
2017-08-23 00:00:00,39,35,13,48,8,-1,8-13-35-39-41-48
2017-08-21 00:00:00,29,31,30,17,10,-1,10-17-29-30-31-41
2017-08-19 00:00:00,7,32,38,30,36,-1,7-30-32-35-36-38
2017-08-16 00:00:00,9,32,44,8,33,-1,8-9-31-32-33-44
2017-08-14 00:00:00,18,35,36,38,13,-1,13-18-31-35-36-38
2017-08-11 00:00:00,12,25,46,23,38,-1,12-19-23-25-38-46
2017-08-07 00:00:00,47,13,35,41,19,-1,13-19-29-35-41-47
2017-08-05 00:00:00,21,13,46,45,32,-1,13-21-32-38-45-46
2017-08-04 00:00:00,8,34,32,36,46,-1,8-32-34-36-44-46
2017-08-03 00:00:00,32,20,26,40,49,-1,20-26-32-38-40-49
2017-08-02 00:00:00,41,24,29,6,33,-1,4-6-24-29-33-41
2017-07-31 00:00:00,24,2,41,38,42,-1,2-23-24-38-41-42
2017-07-29 00:00:00,39,20,48,8,33,-1,8-20-24-33-39-48
2017-07-26 00:00:00,22,40,36,3,20,-1,3-20-22-36-39-40
2017-07-24 00:00:00,8,30,33,47,6,-1,6-8-30-33-46-47
2017-07-22 00:00:00,21,31,6,12,17,-1,6-11-12-17-21-31
2017-07-19 00:00:00,3,22,15,4,33,-1,3-4-15-22-23-33
2017-07-17 00:00:00,31,27,13,29,34,-1,11-13-27-29-31-34
2017-07-15 00:00:00,12,14,38,17,28,-1,12-14-17-28-38-45
2017-07-10 00:00:00,21,6,31,1,13,-1,1-6-11-13-21-31
2017-07-08 00:00:00,23,26,16,25,33,-1,16-23-25-26-33-45
2017-07-06 00:00:00,10,39,4,20,24,-1,4-10-15-20-24-39
2017-07-01 00:00:00,23,46,15,2,20,-1,2-15-20-23-46-47
2017-06-28 00:00:00,35,2,23,21,3,-1,2-3-17-21-23-35
2017-06-26 00:00:00,17,4,24,21,27,-1,4-17-21-24-27-34
2017-06-24 00:00:00,36,14,22,2,35,-1,2-14-22-31-35-36
2017-06-21 00:00:00,8,24,38,20,34,-1,8-20-24-31-34-38
2017-06-19 00:00:00,45,44,36,33,20,-1,18-20-33-36-44-45
2017-06-17 00:00:00,6,28,33,29,43,-1,6-28-29-33-37-43
2017-06-14 00:00:00,35,29,11,9,24,-1,5-9-11-24-29-35
2017-06-12 00:00:00,8,37,34,20,39,-1,8-20-29-34-37-39
2017-06-11 00:00:00,42,6,29,13,12,-1,5-6-12-13-29-42
2017-06-09 00:00:00,47,15,37,5,11,-1,5-11-15-29-37-47
2017-06-05 00:00:00,43,13,28,7,45,-1,7-13-18-28-43-45
2017-06-03 00:00:00,12,33,45,14,15,-1,3-12-14-15-33-45
2017-06-02 00:00:00,14,10,2,42,5,-1,2-5-10-14-42-48
2017-05-31 00:00:00,20,40,38,31,37,-1,20-29-31-37-38-40
2017-05-29 00:00:00,32,40,26,12,3,-1,3-12-26-32-34-40
2017-05-27 00:00:00,15,40,3,41,34,-1,3-15-16-34-40-41
2017-05-24 00:00:00,8,3,13,40,22,-1,3-8-13-17-22-40
2017-05-22 00:00:00,17,3,10,46,35,-1,3-10-13-17-35-46
2017-05-20 00:00:00,28,4,26,22,35,-1,4-22-26-28-31-35
2017-05-17 00:00:00,31,9,33,29,46,-1,9-29-31-33-38-46
2017-05-15 00:00:00,35,41,16,22,47,-1,16-22-23-35-41-47
2017-05-13 00:00:00,14,27,49,24,47,-1,14-24-27-44-47-49
2017-05-08 00:00:00,17,15,27,48,28,-1,3-15-17-27-28-48
2017-05-07 00:00:00,25,39,49,23,11,-1,11-23-25-39-45-49
2017-05-06 00:00:00,9,32,10,22,15,-1,1-9-10-15-22-32
2017-05-04 00:00:00,30,43,6,34,46,-1,6-7-30-34-43-46
2017-04-29 00:00:00,2,29,16,22,21,-1,2-16-21-22-29-35
2017-04-26 00:00:00,36,27,1,5,8,-1,1-5-8-27-31-36
2017-04-24 00:00:00,47,3,15,40,7,-1,3-7-15-26-40-47
2017-04-22 00:00:00,10,46,34,21,35,-1,10-21-34-35-46-48
2017-04-19 00:00:00,9,2,48,43,41,-1,2-9-20-41-43-48
2017-04-17 00:00:00,22,49,19,4,41,-1,4-19-22-23-41-49
2017-04-15 00:00:00,8,32,47,36,30,-1,8-27-30-32-36-47
2017-04-12 00:00:00,26,3,39,38,2,-1,2-3-21-26-38-39
2017-04-11 00:00:00,35,12,39,31,26,-1,5-12-26-31-35-39
2017-04-10 00:00:00,8,27,36,12,49,-1,8-12-27-35-36-49
2017-04-09 00:00:00,3,16,21,22,35,-1,3-16-21-22-32-35
2017-04-03 00:00:00,21,4,20,1,48,-1,1-4-20-21-36-48
2017-04-02 00:00:00,27,2,40,3,36,-1,2-3-23-27-36-40
2017-04-01 00:00:00,6,15,48,19,32,-1,6-15-19-32-48-49
2017-03-29 00:00:00,1,15,3,31,19,-1,1-3-15-19-31-42
2017-03-27 00:00:00,13,47,4,26,23,-1,4-13-23-26-27-47
2017-03-25 00:00:00,42,25,37,28,46,-1,25-28-33-37-42-46
2017-03-22 00:00:00,14,19,2,3,40,-1,2-3-9-14-19-40
2017-03-20 00:00:00,8,16,27,29,18,-1,8-16-17-18-27-29
2017-03-18 00:00:00,10,25,48,3,33,-1,3-10-25-33-41-48
2017-03-15 00:00:00,41,49,10,44,15,-1,10-15-23-41-44-49
2017-03-13 00:00:00,39,38,44,9,11,-1,6-9-11-38-39-44
2017-03-07 00:00:00,26,12,5,21,8,-1,5-8-12-21-26-46
2017-03-06 00:00:00,36,2,26,7,17,-1,2-7-17-26-36-42
2017-03-05 00:00:00,49,23,44,36,7,-1,5-7-23-36-44-49
2017-03-04 00:00:00,44,8,33,36,34,-1,8-11-33-34-36-44
2017-02-27 00:00:00,37,28,20,7,47,-1,2-7-20-28-37-47
2017-02-25 00:00:00,42,20,28,10,24,-1,10-12-20-24-28-42
2017-02-22 00:00:00,46,39,17,13,9,-1,9-13-17-23-39-46
2017-02-20 00:00:00,20,33,5,35,26,-1,5-20-26-33-34-35
2017-02-18 00:00:00,26,7,41,44,5,-1,5-7-25-26-41-44
2017-02-15 00:00:00,16,4,30,11,24,-1,4-11-13-16-24-30
2017-02-13 00:00:00,17,46,36,3,21,-1,3-17-21-30-36-46
2017-02-12 00:00:00,36,25,18,19,21,-1,18-19-21-25-36-44
2017-02-10 00:00:00,34,39,46,19,44,-1,19-34-39-44-45-46
2017-02-09 00:00:00,34,17,45,36,42,-1,7-17-34-36-42-45
2017-02-08 00:00:00,15,3,10,30,17,-1,3-10-15-17-30-48
2017-02-01 00:00:00,9,39,38,48,12,-1,9-12-15-38-39-48
2017-01-30 00:00:00,23,46,15,34,20,-1,15-20-23-26-34-46
2017-01-28 00:00:00,6,48,41,10,34,-1,6-10-34-41-46-48
2017-01-25 00:00:00,32,44,48,9,27,-1,9-12-27-32-44-48
2017-01-23 00:00:00,31,29,33,35,12,-1,12-29-31-33-35-46
2017-01-21 00:00:00,2,17,8,27,26,-1,2-8-17-26-27-28
2017-01-18 00:00:00,10,46,12,21,8,-1,8-9-10-12-21-46
2017-01-16 00:00:00,10,42,24,28,15,-1,10-15-24-28-36-42
2017-01-14 00:00:00,14,8,35,33,38,-1,8-14-33-35-38-47
2017-01-11 00:00:00,36,35,14,49,38,-1,14-35-36-38-48-49
2017-01-07 00:00:00,36,10,4,9,19,-1,4-9-10-15-19-36
2017-01-05 00:00:00,27,37,42,26,38,-1,26-27-34-37-38-42
2017-01-04 00:00:00,18,12,49,20,25,-1,12-15-18-20-25-49
2017-01-03 00:00:00,11,6,24,36,25,-1,6-11-24-25-30-36
2017-01-02 00:00:00,23,34,13,38,30,-1,13-23-30-34-38-44
2016-12-31 00:00:00,23,27,14,36,35,-1,14-23-27-33-35-36
2016-12-28 00:00:00,16,41,24,5,26,-1,5-16-24-26-31-41
2016-12-26 00:00:00,17,4,26,46,23,-1,4-15-17-23-26-46
2016-12-24 00:00:00,10,46,35,9,40,-1,9-10-27-35-40-46
2016-12-21 00:00:00,2,22,29,21,3,-1,2-3-20-21-22-29
2016-12-19 00:00:00,38,1,15,26,28,-1,1-15-18-26-28-38
2016-12-17 00:00:00,19,43,4,30,42,-1,4-19-30-31-42-43
2016-12-14 00:00:00,46,2,29,10,20,-1,2-10-11-20-29-46
2016-12-12 00:00:00,11,15,8,41,49,-1,8-11-15-27-41-49
2016-12-11 00:00:00,34,40,37,5,30,-1,5-30-34-36-37-40
2016-12-10 00:00:00,27,32,24,13,44,-1,13-21-24-27-32-44
2016-12-09 00:00:00,10,11,44,40,45,-1,10-11-40-44-45-47
2016-12-03 00:00:00,31,33,44,34,46,-1,31-33-34-38-44-46
2016-11-30 00:00:00,31,47,10,42,26,-1,10-26-31-42-43-47
2016-11-28 00:00:00,27,20,12,5,43,-1,5-12-20-27-41-43
2016-11-26 00:00:00,38,19,30,24,42,-1,19-21-24-30-38-42
2016-11-23 00:00:00,47,29,11,44,42,-1,11-24-29-42-44-47
2016-11-21 00:00:00,21,42,49,26,13,-1,13-15-21-26-42-49
2016-11-19 00:00:00,40,5,37,13,32,-1,5-13-32-36-37-40
2016-11-16 00:00:00,19,49,43,47,42,-1,2-19-42-43-47-49
2016-11-14 00:00:00,19,46,16,11,10,-1,10-11-16-19-26-46
2016-11-07 00:00:00,39,43,22,30,6,-1,6-22-30-39-41-43
2016-11-06 00:00:00,26,44,25,33,12,-1,12-25-26-33-35-44
2016-11-05 00:00:00,6,20,5,17,39,-1,1-5-6-17-20-39
2016-11-04 00:00:00,16,47,35,21,22,-1,1-16-21-22-35-47
2016-11-01 00:00:00,42,45,34,7,24,-1,7-20-24-34-42-45
2016-10-31 00:00:00,38,49,37,36,32,-1,31-32-36-37-38-49
2016-10-29 00:00:00,7,1,38,34,27,-1,1-6-7-27-34-38
